timestamp,elapsed_ms,rss_kb,vsz_kb,footprint_kb,event
2026-05-27T01:12:36.799Z,35515,6327552,430457376,5373881,
2026-05-27T01:12:37.050Z,35766,6327552,430457376,5373881,
2026-05-27T01:12:37.300Z,36016,6327552,430457376,5373881,
2026-05-27T01:12:37.554Z,36270,6327552,430457376,5373881,
2026-05-27T01:12:37.802Z,36518,6327552,430457376,5373881,
2026-05-27T01:12:38.055Z,36771,6327552,430457376,5373881,
2026-05-27T01:12:38.311Z,37027,6361600,430483760,5455529,
2026-05-27T01:12:38.558Z,37274,6378560,430483760,5587257,
2026-05-27T01:12:38.811Z,37527,6388240,430483760,5666969,
2026-05-27T01:12:39.060Z,37776,6389328,430483760,5679353,
2026-05-27T01:12:39.326Z,38042,6390384,430483760,5681401,
2026-05-27T01:12:39.565Z,38281,6392272,430483760,5686937,
2026-05-27T01:12:39.818Z,38534,6398064,430483760,5781721,
2026-05-27T01:12:40.064Z,38780,6402672,430483760,5806729,
2026-05-27T01:12:40.313Z,39029,6403904,430483760,5807097,
2026-05-27T01:12:40.574Z,39290,6409104,430483760,5884697,
2026-05-27T01:12:40.820Z,39536,6415984,430483760,5947017,
2026-05-27T01:12:41.069Z,39785,6416880,430483760,5957193,
2026-05-27T01:12:41.325Z,40041,6424720,430483760,6044905,
2026-05-27T01:12:41.577Z,40293,6439008,430483760,6092697,
2026-05-27T01:12:41.850Z,40566,6445728,430401360,6121737,
2026-05-27T01:12:42.047Z,40763,6457904,430385600,6172889,compile:/[teamSlug]/[project]/[id]
2026-05-27T01:12:42.099Z,40815,6458080,430385600,6172969,
2026-05-27T01:12:42.347Z,41063,6465424,430385600,6193161,
2026-05-27T01:12:42.612Z,41328,6347552,430385600,6225449,
2026-05-27T01:12:42.856Z,41572,6305584,430385600,6295977,
2026-05-27T01:12:43.105Z,41821,6251088,430385600,6367145,
2026-05-27T01:12:43.318Z,42034,6260832,430378208,6383401,compile:/[teamSlug]/[project]/[id]/aeo
2026-05-27T01:12:43.366Z,42082,6261568,430369968,6385849,
2026-05-27T01:12:43.615Z,42331,6265504,430369968,6428441,
2026-05-27T01:12:43.872Z,42588,6272800,430369968,6459753,
2026-05-27T01:12:44.121Z,42837,6300880,430369968,6540649,
2026-05-27T01:12:44.373Z,43089,6229472,430369968,6627545,
2026-05-27T01:12:44.624Z,43340,6191264,430370928,6646793,compile:/[teamSlug]/[project]/[id]/ci
2026-05-27T01:12:44.675Z,43391,6149936,430370928,6647913,
2026-05-27T01:12:44.922Z,43638,6157616,430370928,6686009,
2026-05-27T01:12:45.210Z,43926,6158464,430370928,6714505,
2026-05-27T01:12:45.424Z,44140,6219968,430370928,6775257,
2026-05-27T01:12:45.682Z,44398,6236720,430370928,6819369,
2026-05-27T01:12:45.933Z,44649,6268048,430372016,6859785,
2026-05-27T01:12:45.991Z,44707,6245600,430372016,6850345,compile:/[teamSlug]/[project]/[id]/ci/[invocationId]
2026-05-27T01:12:46.197Z,44913,6206432,430372016,6935897,
2026-05-27T01:12:46.427Z,45143,6253168,430372016,6968249,
2026-05-27T01:12:46.683Z,45399,6266960,430372016,7006025,
2026-05-27T01:12:46.945Z,45661,6305392,430372016,7049593,
2026-05-27T01:12:47.193Z,45909,6329056,430372016,7102937,
2026-05-27T01:12:47.433Z,46149,6372048,430372016,7143337,
2026-05-27T01:12:47.693Z,46409,6398032,430372016,7215833,
2026-05-27T01:12:48.002Z,46718,6439248,430372016,7270073,
2026-05-27T01:12:48.048Z,46764,6462560,430373504,7266281,compile:/[teamSlug]/[project]/[id]/logs
2026-05-27T01:12:48.184Z,46900,6486464,430373504,7292297,
2026-05-27T01:12:48.440Z,47156,6530528,430373504,7340730,
2026-05-27T01:12:48.697Z,47413,6565088,430373504,7412186,
2026-05-27T01:12:48.941Z,47657,6622256,430373504,7433914,
2026-05-27T01:12:49.187Z,47903,6697744,430373504,7499786,
2026-05-27T01:12:49.328Z,48044,6712896,430374832,7515546,compile:/[teamSlug]/[project]/[id]/og
2026-05-27T01:12:49.439Z,48155,6719696,430374832,7529482,
2026-05-27T01:12:49.698Z,48414,6756128,430374832,7568250,
2026-05-27T01:12:49.953Z,48669,6776448,430374832,7610106,
2026-05-27T01:12:50.193Z,48909,6813536,430374896,7674330,
2026-05-27T01:12:50.444Z,49160,6880272,430374896,7760474,
2026-05-27T01:12:50.627Z,49343,6913536,430376368,7783978,compile:/[teamSlug]/[project]/[id]/resources
2026-05-27T01:12:50.693Z,49409,6917024,430376368,7794698,
2026-05-27T01:12:50.944Z,49660,6953856,430376368,7828250,
2026-05-27T01:12:51.195Z,49911,6995296,430376368,7882426,
2026-05-27T01:12:51.447Z,50163,7064624,430376368,7936218,
2026-05-27T01:12:51.700Z,50416,7122528,430376368,8013322,
2026-05-27T01:12:51.792Z,50508,7135424,430377936,8025610,compile:/[teamSlug]/[project]/[id]/routes
2026-05-27T01:12:51.953Z,50669,7162752,430377936,8056730,
2026-05-27T01:12:52.206Z,50922,7201632,430377936,8089018,
2026-05-27T01:12:52.463Z,51179,6963712,430378000,8176330,
2026-05-27T01:12:52.702Z,51418,6967552,430378000,8193018,
2026-05-27T01:12:52.961Z,51677,7045168,430378000,8263211,
2026-05-27T01:12:53.019Z,51735,7062128,430379664,8271739,compile:/[teamSlug]/[project]/[id]/source
2026-05-27T01:12:53.204Z,51920,7111744,430379664,8304859,
2026-05-27T01:12:53.463Z,52179,7159136,430379664,8347419,
2026-05-27T01:12:53.706Z,52422,7299088,430379664,8443163,
2026-05-27T01:12:53.963Z,52679,7255904,432476816,8583835,
2026-05-27T01:12:54.209Z,52925,7210112,432476880,8645979,
2026-05-27T01:12:54.567Z,53283,7169136,432476880,8738251,
2026-05-27T01:12:54.710Z,53426,6578944,432476880,8743243,
2026-05-27T01:12:54.808Z,53524,6542080,432478736,8753019,compile:/[teamSlug]/[project]/agent
2026-05-27T01:12:55.015Z,53731,6545136,432478736,8746923,
